Time Stamp (Seconds),Comment (),System Status (Code),Puck Temp (Kelvin),System Temp (Kelvin),Field (Oersted),Pressure (Torr),Sample Temp (Kelvin),Temp Rise (Kelvin),Samp HC (J/mole-K),Samp HC Err (J/mole-K),Addenda HC (_muJ/K),Addenda HC Err (_muJ/K),Total HC (_muJ/K),Total HC Err (_muJ/K),Fit Deviation (ChiSquare),Time Const tau1 (seconds),Time Const tau2 (seconds),Sample Coupling (Percent),Debye Temp (Kelvin),Debye Temp Err (Kelvin),Cal Correction (Factor),Therm Resist (Ohms),Htr Resist (Ohms),Puck Resist (Ohms),Wire Cond (W/K),Meas Time (seconds),Temp Squared (K^2),Samp HC/Temp (J/mole-K/K),Addenda Offset HC (_muJ/K)
41210600.8,,5905,,9.4943,90000.273,0.0000091,9.3920941,0.18737776,18.97087,0.08857,24.622426,0.1023,164.08764,0.6512,103.67628,18.053546,0.23813314,89.055768,175.79275,0.2728,1,,,,0.0000099076079,36.416254,88.211431,2.0198765,0
41210733.31,,5905,,9.495,90000.273,0.0000092,9.3930023,0.18868526,18.983133,0.08977,24.629064,0.1023,164.18443,0.66,4.4054798,18.024958,0.23852125,89.014769,175.77187,0.2763,1,,,,0.0000099327638,36.107093,88.228492,2.0209867,0
41210866.33,,5905,,9.4947,90000.273,0.0000091,9.3937058,0.1889068,18.970141,0.09046,24.633588,0.1023,164.09344,0.665,14.330832,18.028092,0.23738147,89.080535,175.82517,0.2786,1,,,,0.0000099197203,36.049916,88.241709,2.0194523,0
41211131.08,,5905,,9.6989,90000.273,0.0000091,9.5960335,0.19071413,19.30978,0.09193,25.936517,0.1072,167.89324,0.6758,205.28781,18.01023,0.24499883,88.99338,178.55267,0.2825,1,,,,0.000010158751,36.056185,92.083859,2.0122668,0
41211263.95,,5905,,9.6963,90000.273,0.0000091,9.5970555,0.19276257,19.339753,0.09533,25.949509,0.1073,168.12659,0.7008,6.4345162,17.996674,0.24554638,88.949034,178.47936,0.2924,1,,,,0.000010184647,36.020459,92.103475,2.0151757,0
41211395.61,,5905,,9.7014,90000.273,0.0000091,9.5975664,0.19279473,19.312455,0.09516,25.952189,0.1073,167.92858,0.6996,7.0142073,17.937476,0.24390922,89.002243,178.57294,0.2924,1,,,,0.000010201214,35.993347,92.11328,2.0122241,0
41211660.11,,5905,,9.904,90000.273,0.0000091,9.8012005,0.19412543,19.636663,0.09642,27.292012,0.1126,171.65183,0.7089,165.05711,17.850918,0.25083781,88.907399,181.35233,0.2959,1,,,,0.000010477602,35.874951,96.063532,2.0034957,0
41211790.83,,5905,,9.9006,90000.273,0.0000091,9.8041877,0.19646463,19.613989,0.09824,27.313423,0.1127,171.50656,0.7222,5.2251054,17.805435,0.2509745,88.887546,181.4775,0.3021,1,,,,0.000010496724,35.701836,96.122097,2.0005726,0
41211922.41,,5905,,9.902,90000.273,0.0000092,9.8047195,0.19650872,19.62163,0.09728,27.317447,0.1128,171.56675,0.7152,10.70288,17.854642,0.25147919,88.894346,181.46377,0.299,1,,,,0.000010470931,35.610869,96.132525,2.0012434,0
41212314.67,,5905,,10.1065,90000.273,0.0000091,10.042055,0.19974558,20.209235,0.1067,28.920968,0.12,177.49008,0.7845,1.5367111,18.551483,0.26780537,88.840414,184.03677,0.3229,1,,,,0.000010422946,35.709285,100.84286,2.0124602,0
41212451.47,,5905,,10.1075,90000.273,0.0000091,10.061227,0.20843766,20.268598,0.0984,29.04871,0.1207,178.05423,0.7234,2.7506284,18.610121,0.26822287,88.872097,184.20788,0.2972,1,,,,0.00001041996,37.102965,101.22828,2.0145255,0
41212588.27,,5905,,10.1067,90000.273,0.0000091,10.080802,0.20927802,20.283954,0.1019,29.182934,0.1214,178.30134,0.7488,0.98902386,18.654167,0.26957365,88.873673,184.51969,0.3079,1,,,,0.000010408612,37.220243,101.62257,2.0121368,0
41212859.02,,5905,,10.3109,90000.273,0.0000091,10.304413,0.21112245,20.388412,0.09709,30.712726,0.1296,180.59907,0.7137,13.165064,17.884361,0.26997856,88.747364,188.28991,0.298,1,,,,0.000010994823,37.308333,106.18093,1.9786097,0
41212991.81,,5905,,10.3095,90000.273,0.0000091,10.306975,0.208351,20.395466,0.1034,30.737671,0.1298,180.67587,0.7599,59.354776,17.760759,0.26865932,88.726946,188.315,0.3172,1,,,,0.000011077785,35.768723,106.23373,1.9788024,0
41213123.27,,5905,,10.3106,90000.273,0.000009,10.308367,0.20753437,20.336373,0.1034,30.74505,0.1298,180.24883,0.7604,14.575355,17.610024,0.26723219,88.715468,188.52275,0.3186,1,,,,0.000011146318,35.521518,106.26244,1.9728026,0
41213385.55,,5905,,10.5137,90000.273,0.0000091,10.510031,0.20826495,20.620335,0.1061,32.156458,0.138,183.74779,0.7802,23.41159,17.499957,0.27348507,88.62625,191.32417,0.3272,1,,,,0.000011432907,35.220047,110.46075,1.9619672,0
41213514.09,,5905,,10.5137,90000.273,0.0000091,10.509759,0.20992724,20.617247,0.1102,32.160972,0.138,183.7296,0.8098,4.9097399,17.415096,0.27327521,88.579156,191.32877,0.3396,1,,,,0.000011491839,34.999913,110.45502,1.9617241,0
41213697.06,,5905,,10.5153,90000.273,0.0000091,10.479705,0.21344403,21.106023,0.1182,31.969926,0.1369,187.13181,0.8692,3.7824559,19.107024,0.28809808,88.808328,189.29693,0.3523,1,,,,0.000010656566,34.830193,109.82423,2.0139901,0
41213971.09,,5905,,10.7182,90000.273,0.0000091,10.723769,0.22367202,20.910112,0.09956,33.678801,0.1469,187.40044,0.7319,141.39166,17.537019,0.28124048,88.587519,194.30877,0.3075,1,,,,0.000011628743,38.214048,114.99921,1.9498847,0
41214101.77,,5905,,10.7177,90000.273,0.0000091,10.720177,0.21556727,20.90977,0.1083,33.661896,0.1468,187.38102,0.7962,19.712091,17.418043,0.27968471,88.568148,194.24476,0.3343,1,,,,0.000011708971,35.074039,114.92219,1.950506,0
41214230.36,,5905,,10.7179,90000.273,0.0000091,10.719222,0.21445779,20.944237,0.1121,33.660375,0.1468,187.63289,0.8241,11.125947,17.436119,0.28033335,88.538277,194.12081,0.3452,1,,,,0.000011715968,34.836086,114.90171,1.9538954,0
41214489.17,,5905,,10.9216,90000.273,0.0000091,10.92656,0.21695601,21.269763,0.1142,35.174665,0.1554,191.5403,0.8395,48.900815,17.537444,0.28878572,88.488657,196.8606,0.3512,1,,,,0.000011885948,34.872239,119.38972,1.9466111,0
41214620.47,,5905,,10.922,90000.273,0.0000091,10.929045,0.22055641,21.255879,0.1111,35.188623,0.1555,191.45218,0.8164,34.544798,17.42112,0.28760569,88.46624,196.94824,0.3419,1,,,,0.000011961617,35.074888,119.44402,1.9448982,0
41214749,,5905,,10.9219,90000.273,0.0000091,10.928386,0.21923667,21.257328,0.1148,35.188697,0.1555,191.46291,0.8442,12.467506,17.400969,0.28751215,88.455505,196.9319,0.3535,1,,,,0.000011977204,34.84224,119.42963,1.9451479,0
41215008.41,,5905,,11.1269,90000.273,0.0000091,11.131626,0.22110304,21.57738,0.1166,36.703652,0.1634,195.33075,0.857,882.58241,17.413517,0.29414054,88.413986,199.5972,0.3583,1,,,,0.000012204758,34.801938,123.91309,1.9383854,0
41215137.06,,5905,,11.1256,90000.273,0.0000091,11.133556,0.22388367,21.542217,0.1171,36.718939,0.1635,195.08753,0.8609,14.90732,17.260549,0.29247257,88.392648,199.74041,0.3608,1,,,,0.000012298955,34.827034,123.95606,1.9348911,0
41215266.81,,5905,,11.1257,90000.273,0.0000091,11.132939,0.22308796,21.54919,0.1172,36.714552,0.1635,195.1344,0.8618,18.206504,17.339689,0.29367964,88.394532,199.7078,0.361,1,,,,0.000012245738,34.521099,123.94233,1.9356246,0
41215528.08,,5905,,11.3299,90000.273,0.0000091,11.337171,0.22523236,21.850503,0.1192,38.269987,0.1707,198.90495,0.8767,565.68014,17.297492,0.3001229,88.32814,202.43189,0.3671,1,,,,0.000012509171,34.679379,128.53145,1.9273329,0
41215657.34,,5905,,11.33,90000.273,0.0000091,11.338526,0.22770264,21.834863,0.1195,38.281504,0.1707,198.8015,0.8788,12.037795,17.195313,0.29909323,88.305895,202.50443,0.3683,1,,,,0.000012578805,34.594985,128.56217,1.9257233,0
41215785.72,,5905,,11.3288,90000.273,0.0000091,11.337596,0.22703287,21.872522,0.1195,38.274768,0.1707,199.07161,0.8784,9.8274279,17.283622,0.29935536,88.342474,202.3715,0.3673,1,,,,0.0000125286,34.390625,128.54109,1.9292027,0
41216046.7,,5905,,11.5342,90000.273,0.0000091,11.541914,0.2294739,22.113448,0.1217,39.862117,0.1772,202.43014,0.8946,458.66385,17.18668,0.30533481,88.274904,205.26724,0.3753,1,,,,0.000012807169,34.567243,133.21578,1.9159256,0
41216174.64,,5905,,11.5339,90000.273,0.0000091,11.542958,0.23170153,22.145079,0.1218,39.872741,0.1773,202.6733,0.8958,15.64955,17.195472,0.30618026,88.237342,205.18798,0.3751,1,,,,0.000012820261,34.373361,133.23988,1.9184926,0
41216302.86,,5905,,11.5336,90000.273,0.0000091,11.542699,0.23206052,22.203487,0.122,39.872662,0.1773,203.10261,0.8967,10.089882,17.318153,0.3069927,88.270794,205.00323,0.3742,1,,,,0.000012754062,34.390944,133.23391,1.9235957,0
41216562.7,,5905,,11.7372,90000.273,0.0000091,11.745891,0.234113,22.481761,0.124,41.479989,0.1832,206.75568,0.9115,1266.0863,17.22172,0.31304662,88.182389,207.74732,0.3804,1,,,,0.000013054341,34.636307,137.96596,1.9140107,0
41216690.41,,5905,,11.7368,90000.273,0.0000091,11.747376,0.23657695,22.462659,0.125,41.493436,0.1833,206.6287,0.9191,7.8289347,17.159883,0.31241669,88.172334,207.83249,0.384,1,,,,0.00001309389,34.443439,138.00084,1.9121427,0
41216818.56,,5905,,11.739,90000.273,0.0000091,11.747306,0.2359685,22.503819,0.1247,41.493337,0.1833,206.93119,0.9171,19.039736,17.231422,0.31353433,88.164565,207.7047,0.3826,1,,,,0.000013060163,34.319766,137.9992,1.9156578,0
41217078.8,,5905,,11.941,90000.273,0.0000091,11.949561,0.23809169,22.773228,0.127,43.120023,0.1888,210.53845,0.9333,932.93628,17.173684,0.31943414,88.107892,210.44394,0.3898,1,,,,0.000013327256,34.462845,142.792,1.9057795,0
41217207.44,,5905,,11.9404,90000.273,0.0000091,11.951676,0.24077073,22.796131,0.1269,43.140109,0.1889,210.7269,0.933,21.470095,17.190672,0.31950156,88.11321,210.41065,0.3892,1,,,,0.00001332568,34.347368,142.84256,1.9073585,0
41217336.03,,5905,,11.9405,90000.273,0.0000091,11.951683,0.24076571,22.760917,0.1278,43.138865,0.1889,210.46678,0.9394,8.2349168,17.099156,0.31869962,88.090248,210.51927,0.3927,1,,,,0.000013382211,34.381344,142.84272,1.904411,0
41217597.33,,5905,,12.1448,90000.273,0.0000091,12.154855,0.2415225,23.092031,0.1288,44.797002,0.1943,214.55912,0.9472,784.47267,17.144667,0.32565919,88.042449,213.06926,0.395,1,,,,0.00001360109,34.198311,147.74049,1.8998196,0
41217724.5,,5905,,12.1448,90000.273,0.0000091,12.157015,0.2449504,23.105579,0.1297,44.817784,0.1944,214.6795,0.9535,15.008703,17.111383,0.32525158,88.032758,213.06545,0.3974,1,,,,0.000013636269,34.289335,147.79301,1.9005964,0
41217852.02,,5905,,12.1451,90000.273,0.0000091,12.157248,0.24487643,23.091284,0.1298,44.81939,0.1944,214.57602,0.9542,11.788769,17.097592,0.32499983,88.037687,213.11352,0.398,1,,,,0.000013639881,34.222766,147.79869,1.8993841,0
41218111.31,,5905,,12.3484,90000.273,0.0000091,12.359036,0.24592806,23.420756,0.1313,46.487933,0.1998,218.66668,0.9654,835.41584,17.148361,0.33191019,87.9915,215.62958,0.4017,1,,,,0.000013853589,34.195184,152.74576,1.895031,0
41218239.27,,5905,,12.3501,90000.273,0.0000091,12.361303,0.24938974,23.411175,0.1327,46.509287,0.1999,218.6176,0.9759,12.20218,17.07253,0.33145372,87.959929,215.69858,0.4064,1,,,,0.000013914976,34.296723,152.80182,1.8939083,0
41218366.92,,5905,,12.3486,90000.273,0.0000091,12.361015,0.24868437,23.407412,0.1336,46.50592,0.1998,218.58658,0.9822,7.0191209,17.056211,0.33128343,87.955048,215.70511,0.4091,1,,,,0.000013926795,34.14506,152.7947,1.893648,0
41218627.64,,5905,,12.5537,90000.273,0.0000091,12.56378,0.24970401,23.728406,0.134,48.200962,0.2054,222.64142,0.9848,482.97142,17.065012,0.33694328,87.925966,218.2498,0.4094,1,,,,0.000014170572,34.112422,157.84858,1.8886359,0
41218755.34,,5905,,12.5517,90000.273,0.0000091,12.566022,0.25284241,23.748667,0.1339,48.222598,0.2055,222.81201,0.9847,19.030802,17.033828,0.33636686,87.921237,218.22662,0.409,1,,,,0.000014208095,34.130025,157.90491,1.8899113,0
41218882.5,,5905,,12.5525,90000.273,0.0000092,12.565809,0.25254669,23.724485,0.1342,48.219964,0.2055,222.63159,0.9869,18.369254,16.997673,0.33630935,87.904208,218.29707,0.4104,1,,,,0.000014228178,34.067656,157.89955,1.8880189,0
41219141.22,,5905,,12.7557,90000.273,0.0000091,12.767908,0.25321946,24.061962,0.1368,49.930158,0.2112,226.82277,1.006,172.50871,17.031587,0.343281,87.834814,220.76554,0.417,1,,,,0.000014464716,33.995345,163.01947,1.8845658,0
41219268.45,,5905,,12.7558,90000.273,0.0000091,12.770223,0.25695129,24.095692,0.137,49.954534,0.2113,227.09511,1.007,23.727079,17.074594,0.34379335,87.840649,220.70243,0.4168,1,,,,0.000014445414,34.063173,163.07858,1.8868655,0
41219396.03,,5905,,12.7561,90000.273,0.0000091,12.77086,0.25749587,24.096548,0.1367,49.960408,0.2113,227.10728,1.005,35.323057,17.065323,0.34379078,87.834478,220.71083,0.416,1,,,,0.000014454671,34.149188,163.09487,1.8868383,0
41219656.61,,5905,,12.9606,90000.273,0.0000091,12.973742,0.25830626,24.421751,0.1394,51.701065,0.2173,231.23868,1.025,146.57891,17.095547,0.34980914,87.801703,223.21689,0.4234,1,,,,0.000014684817,34.130647,168.31799,1.8823983,0
41219784.34,,5905,,12.9614,90000.273,0.0000091,12.97575,0.26184411,24.429893,0.1397,51.72165,0.2174,231.31912,1.027,18.066395,17.058446,0.34948973,87.786132,223.22661,0.4241,1,,,,0.000014723566,34.191093,168.37009,1.8827345,0
41219912.53,,5905,,12.9609,90000.273,0.0000091,12.975603,0.26154461,24.422488,0.14,51.71982,0.2174,231.26285,1.029,12.950056,17.043017,0.34947212,87.777331,223.24665,0.4253,1,,,,0.000014734151,34.116892,168.36627,1.8821852,0
41220172.22,,5905,,13.1651,90000.273,0.0000091,13.176945,0.26226299,24.753759,0.1423,53.474398,0.2236,235.45279,1.046,390.48672,17.098939,0.35658402,87.718719,225.69424,0.431,1,,,,0.000014948342,34.086034,173.63188,1.8785659,0
41220300.14,,5905,,13.1655,90000.273,0.0000091,13.179484,0.26580507,24.740788,0.1424,53.498514,0.2237,235.38155,1.047,10.086194,16.987303,0.35424324,87.726877,225.7772,0.4318,1,,,,0.0000150406,34.197878,173.6988,1.8772198,0
41220427.77,,5905,,13.165,90000.273,0.0000091,13.179345,0.26511626,24.747241,0.1424,53.497234,0.2237,235.4277,1.047,16.849702,17.025659,0.3549744,87.727113,225.75517,0.4318,1,,,,0.000015009781,33.974606,173.69513,1.8777292,0
41220684.28,,5905,,13.3691,90000.273,0.0000091,13.381307,0.26607074,25.101594,0.1445,55.287484,0.2301,239.82299,1.062,987.43298,17.090003,0.3618595,87.675811,228.13024,0.4364,1,,,,0.000015228307,34.051318,179.05936,1.8758702,0
41220812.7,,5905,,13.3689,90000.273,0.0000091,13.384071,0.26982981,25.138606,0.1446,55.31622,0.2302,240.12383,1.063,15.868074,17.074986,0.36197966,87.65272,228.06525,0.4359,1,,,,0.000015263947,34.180005,179.13336,1.8782481,0
41220941.34,,5905,,13.3683,90000.273,0.0000091,13.384174,0.26995292,25.117801,0.1458,55.31749,0.2302,239.97214,1.072,14.399046,17.086415,0.36240494,87.652896,228.13,0.44,1,,,,0.000015243625,34.149972,179.13611,1.8766792,0
41221200.81,,5905,,13.5731,90000.273,0.0000091,13.586752,0.27048444,25.438433,0.1471,57.144704,0.237,244.1565,1.081,406.39168,17.081335,0.36783956,87.611967,230.6051,0.4437,1,,,,0.000015507859,34.172831,184.59982,1.8722969,0
41221328.69,,5905,,13.5728,90000.273,0.0000091,13.589368,0.27387634,25.428864,0.1475,57.171375,0.2371,244.11283,1.084,17.008739,17.025398,0.36723124,87.597529,230.67845,0.4452,1,,,,0.000015557216,34.162669,184.67092,1.8712323,0
41221455.22,,5905,,13.5732,90000.273,0.0000091,13.588532,0.27347137,25.433903,0.1479,57.163231,0.2371,244.14173,1.087,11.243995,17.023524,0.366896,87.605261,230.64901,0.4462,1,,,,0.000015560072,34.050795,184.6482,1.8717182,0
41221713.66,,5905,,13.7771,90000.273,0.0000091,13.791713,0.27358214,25.777431,0.15,59.032575,0.2441,248.53654,1.102,186.56735,17.051507,0.37332,87.547526,233.05172,0.4506,1,,,,0.000015810255,34.047047,190.21134,1.8690522,0
41221842.41,,5905,,13.7772,90000.273,0.000009,13.794178,0.27748264,25.785699,0.1511,59.060126,0.2442,248.62486,1.111,19.961374,17.05585,0.37350938,87.545381,233.06844,0.4539,1,,,,0.000015812012,34.103014,190.27934,1.8693175,0
41221970.44,,5905,,13.7771,90000.273,0.0000091,13.793831,0.27741571,25.808022,0.1504,59.057083,0.2442,248.78594,1.106,11.718598,17.063108,0.37411856,87.522627,232.9953,0.4512,1,,,,0.000015818686,34.111701,190.26976,1.870983,0
41222231.39,,5905,,13.9802,90000.273,0.0000091,13.99585,0.27799082,26.132542,0.1532,60.955094,0.2515,253.06967,1.126,211.02182,17.09314,0.38008696,87.487554,235.42418,0.4585,1,,,,0.000016055754,34.126216,195.88383,1.8671636,0
41222359.11,,5905,,13.9802,90000.273,0.0000091,13.998102,0.28175854,26.148072,0.1536,60.980613,0.2516,253.20936,1.129,17.407857,17.080586,0.37934758,87.501982,235.41539,0.4595,1,,,,0.00001607484,34.18628,195.94686,1.8679727,0
41222486.02,,5905,,13.9799,90000.273,0.0000091,13.998482,0.28163155,26.128386,0.154,60.982975,0.2516,253.06699,1.132,11.690725,17.024387,0.37878039,87.484656,235.48095,0.4614,1,,,,0.000016120403,34.161172,195.9575,1.8665156,0
41222745.55,,5905,,14.1842,90000.273,0.0000091,14.198625,0.28144282,26.519007,0.1557,62.902427,0.2593,257.85811,1.145,274.34878,17.166641,0.38740714,87.423387,237.66816,0.4637,1,,,,0.000016287079,34.048775,201.60095,1.8677165,0
41222873.23,,5905,,14.184,90000.273,0.0000092,14.202522,0.2862412,26.472521,0.1564,62.94302,0.2594,257.55697,1.149,10.458228,17.032845,0.384731,87.430078,237.87259,0.4669,1,,,,0.000016393604,34.333283,201.71163,1.863931,0
41223001.3,,5905,,14.1843,90000.273,0.0000091,14.20179,0.28486437,26.498061,0.1564,62.935307,0.2594,257.73701,1.15,24.398043,17.080603,0.38554794,87.430638,237.78382,0.4666,1,,,,0.000016359783,34.065689,201.69084,1.8658254,0
41223260.36,,5905,,14.3889,90000.273,0.0000091,14.403543,0.28555486,26.892122,0.1585,64.90669,0.2676,262.60535,1.165,750.60618,17.200264,0.39395254,87.362392,239.97697,0.4702,1,,,,0.000016551115,34.161206,207.46206,1.8670491,0
41223388.05,,5905,,14.3897,90000.273,0.0000091,14.406718,0.29009068,26.858365,0.1596,64.940889,0.2677,262.39138,1.173,13.355098,17.081431,0.39143277,87.369184,240.13048,0.4743,1,,,,0.00001665076,34.400529,207.55353,1.8642945,0
41223516.83,,5905,,14.3865,90000.273,0.0000091,14.40627,0.28926458,26.862242,0.1591,64.936146,0.2677,262.41514,1.169,22.721261,17.111429,0.39216642,87.365985,240.11145,0.4725,1,,,,0.000016623592,34.162862,207.54062,1.8646216,0
41223776.53,,5905,,14.5921,90000.273,0.0000091,14.608865,0.28923459,27.226137,0.1616,66.946697,0.2766,267.10089,1.188,568.70227,17.137117,0.39795222,87.322398,242.3974,0.4781,1,,,,0.000016889559,34.222857,213.41893,1.8636723,0
41223903.98,,5905,,14.5921,90000.273,0.0000091,14.611944,0.29322916,27.245808,0.1627,66.982994,0.2767,267.2818,1.196,27.807838,17.155805,0.39845213,87.318861,242.39006,0.4811,1,,,,0.000016883128,34.274235,213.5089,1.8646259,0
41224031.39,,5905,,14.5926,90000.273,0.0000091,14.612643,0.29355829,27.242994,0.1622,66.990267,0.2768,267.26838,1.192,43.964597,17.148535,0.39850042,87.313291,242.41001,0.4796,1,,,,0.000016889975,34.31161,213.52933,1.8643441,0
41224292.34,,5905,,14.7968,90000.273,0.0000091,14.813915,0.293157,27.650911,0.165,69.020518,0.2863,272.29745,1.213,637.47142,17.230437,0.40550761,87.259296,243.89428,0.1538,1,,,,0.000017122862,34.29707,219.45207,1.8665499,0
41224420.27,,5905,,14.7958,90000.273,0.0000091,14.818015,0.29770609,27.657934,0.1661,69.06789,0.2865,272.39645,1.221,39.494366,17.225902,0.40530268,87.265738,244.22801,0.1359,1,,,,0.000017132533,34.460874,219.57356,1.8665074,0
41224548.69,,5905,,14.7963,90000.273,0.0000091,14.819198,0.29753291,27.59454,0.1661,69.076664,0.2865,271.93918,1.221,15.635931,17.095486,0.4032488,87.250654,244.78708,0.4896,1,,,,0.000017234509,34.451803,219.60862,1.8620805,0
41224807.22,,5905,,15,90000.273,0.000009,15.018899,0.29602608,28.027626,0.1691,71.121448,0.2968,277.16782,1.243,196.35245,17.264123,0.41251612,87.181686,246.79994,0.4948,1,,,,0.000017393735,34.190972,225.56732,1.8661572,0
41224936.52,,5905,,14.9982,90000.273,0.0000091,15.022589,0.3013657,28.018752,0.1696,71.164658,0.297,277.14579,1.247,22.327501,17.194405,0.41051157,87.199523,246.88666,0.4966,1,,,,0.000017460057,34.528247,225.67817,1.8651081,0
41225064.38,,5905,,15.0008,90000.273,0.0000092,15.022086,0.30083623,27.996308,0.169,71.158198,0.297,276.97433,1.242,16.736709,17.174019,0.40971917,87.214693,246.94443,0.4953,1,,,,0.000017467623,34.388811,225.66307,1.8636764,0
41225305.17,,5905,,15.0009,90000.273,0.0000091,15.012218,0.27958269,28.105029,0.1918,71.077775,0.2965,277.69318,1.41,28.358513,17.122963,0.40874449,87.169365,246.46322,0.5588,1,,,,0.000017574176,30.377292,225.36668,1.8721437,0
41225432.27,,5905,,14.9995,90000.273,0.0000091,15.021952,0.30017765,27.992802,0.1692,71.155811,0.297,276.94617,1.244,13.935082,17.166265,0.40976826,87.207814,246.95255,0.4962,1,,,,0.000017474523,34.245927,225.65905,1.8634597,0
41225560.03,,5905,,14.9978,90000.273,0.0000091,15.022502,0.30065977,28.008857,0.1696,71.162876,0.297,277.07126,1.247,14.720177,17.199689,0.41023137,87.215076,246.91434,0.4968,1,,,,0.000017447866,34.332529,225.67557,1.8644602,0
41225926.16,,5905,,17.2714,90000.273,0.0000091,17.30007,0.33242439,32.791153,0.2096,95.743487,0.4415,336.80914,1.541,256.01882,17.883594,0.47792178,86.694339,269.77187,0.5735,1,,,,0.000020358198,34.399377,299.29241,1.8954347,0
41226058.59,,5905,,17.2717,90000.273,0.0000091,17.309629,0.34543624,32.799868,0.2049,95.852071,0.442,336.98179,1.507,25.243524,17.906132,0.47737353,86.733181,269.89698,0.5609,1,,,,0.000020336998,35.767189,299.62327,1.8948914,0
41226190.98,,5905,,17.2734,90000.273,0.0000091,17.310027,0.34543649,32.704548,0.2055,95.85273,0.442,336.28171,1.51,12.336655,17.769506,0.4752009,86.71142,270.16567,0.5645,1,,,,0.000020451279,35.812263,299.63704,1.8893413,0
41226559.67,,5905,,19.5439,90000.273,0.0000091,19.57836,0.37554696,38.502348,0.2462,121.72569,0.5045,404.77746,1.81,11.955366,19.010236,0.53879583,86.432947,289.34725,0.6162,1,,,,0.000022978479,35.539013,383.31218,1.9665768,0
41226698.28,,5905,,19.5447,90000.273,0.0000091,19.594504,0.39727625,38.377753,0.2349,121.91468,0.5049,404.05047,1.727,12.451292,18.798427,0.53367828,86.442026,289.89998,0.591,1,,,,0.000023189507,38.020472,383.94461,1.9585978,0
41226834.53,,5905,,19.5459,90000.273,0.0000091,19.593776,0.39405888,38.339799,0.2336,121.89776,0.5049,403.75454,1.717,10.551956,18.711667,0.53131548,86.445085,289.98515,0.5885,1,,,,0.000023278654,37.596854,383.91605,1.9567336,0
41227211.17,,5905,,21.818,90000.273,0.0000091,21.858919,0.42054861,44.845599,0.288,150.94163,0.5964,480.62609,2.117,4.2890919,20.268704,0.60042257,86.230314,306.96968,0.6581,1,,,,0.000025553141,37.423335,477.81233,2.0515927,0
41227358.47,,5905,,21.8178,90000.273,0.0000091,21.879487,0.44847444,44.672655,0.2634,151.18741,0.5974,479.60047,1.936,11.789233,20.003601,0.5931992,86.250636,307.65673,0.6057,1,,,,0.000025826991,40.537409,478.71196,2.0417597,0
41227503.47,,5905,,21.818,90000.273,0.0000091,21.878141,0.44440788,44.727347,0.2687,151.18349,0.5973,479.99862,1.975,9.1709893,20.008364,0.59389186,86.229725,307.51167,0.6168,1,,,,0.000025847075,40.007201,478.65306,2.0443851,0
41227886,,5905,,24.0916,90000.273,0.0000091,24.142375,0.46672931,51.809379,0.33,181.45727,0.7086,562.33628,2.426,3.207867,21.716652,0.65987743,86.126614,323.00092,0.6889,1,,,,0.000027872452,40.016728,582.85428,2.1459935,0
41228040.84,,5905,,24.0897,90000.273,0.0000091,24.167486,0.49894685,51.501367,0.2967,181.75365,0.7095,560.3683,2.181,14.000682,21.344204,0.64938769,86.155778,323.98568,0.625,1,,,,0.00002824492,43.433305,584.06736,2.1310189,0
41228194.13,,5905,,24.092,90000.273,0.0000091,24.165244,0.49357729,51.54604,0.3037,181.73558,0.7094,560.67864,2.232,7.9437722,21.34509,0.65000498,86.137132,323.86122,0.6389,1,,,,0.000028263826,42.688407,583.95901,2.1330651,0
41228610.89,,5905,,26.3645,90000.273,0.0000091,26.424569,0.50862009,59.376317,0.3698,213.65174,0.8001,650.15944,2.719,2.4273534,23.327491,0.72218582,86.030875,337.66811,0.707,1,,,,0.000029981138,42.690181,698.25783,2.2470118,0
41228776.19,,5905,,26.3641,90000.273,0.0000092,26.454987,0.54570127,58.97015,0.3302,214.04874,0.8014,647.57048,2.427,11.753091,22.85663,0.70945414,86.047138,338.84081,0.6378,1,,,,0.000030461897,46.654982,699.86635,2.229075,0
41228938.75,,5905,,26.3638,90000.273,0.000009,26.453354,0.53829112,58.89754,0.3382,214.0282,0.8013,647.01615,2.486,6.6784475,22.713339,0.70560147,86.042144,338.96078,0.6543,1,,,,0.000030627173,45.713261,699.77993,2.2264678,0
41229384.7,,5905,,28.6363,90000.273,0.0000091,28.705617,0.54875603,66.915072,0.4096,247.82908,0.9263,739.75828,3.011,3.0664839,24.578358,0.77426582,85.959603,352.28218,0.7283,1,,,,0.000032348075,45.426679,824.01245,2.3310794,0
41229581.69,,5905,,28.6336,90000.273,0.0000091,28.736371,0.58714888,66.535227,0.3678,248.251,0.928,737.38776,2.704,323.41541,24.187054,0.76337576,85.976767,353.34082,0.6597,1,,,,0.000032751674,49.156717,825.77904,2.3153663,0
41229752.14,,5905,,28.6376,90000.273,0.0000091,28.734992,0.58054994,66.518986,0.3792,248.2376,0.9279,737.25496,2.788,7.3706572,24.07839,0.76120055,85.954669,353.3531,0.6803,1,,,,0.000032897576,48.374109,825.69976,2.3149123,0
41230217.08,,5905,,30.9047,90000.273,0.0000091,30.991965,0.59096637,75.16532,0.4541,282.74797,1.061,835.32925,3.338,1.9738442,26.201792,0.83673206,85.858935,365.60165,0.7501,1,,,,0.000034260006,48.15678,960.50192,2.4253163,0
